contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
GOOG260618P00075000,2026-01-23 15:53:05+00:00,75.0,0.02,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,2026-06-18
GOOG260618P00080000,2026-02-05 16:02:24+00:00,80.0,0.03,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,2026-06-18
GOOG260618P00085000,2026-01-30 14:30:04+00:00,85.0,0.03,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,2026-06-18
GOOG260618P00090000,2026-02-03 19:02:27+00:00,90.0,0.03,0.0,0.0,0.0,0.0,25.0,0,0.500005,False,REGULAR,USD,2026-06-18
GOOG260618P00095000,2026-02-02 14:30:01+00:00,95.0,0.03,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,2026-06-18
GOOG260618P00100000,2026-02-02 17:41:51+00:00,100.0,0.03,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,2026-06-18
GOOG260618P00105000,2026-02-06 14:30:01+00:00,105.0,0.09,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD,2026-06-18
GOOG260618P00110000,2026-02-09 14:37:54+00:00,110.0,0.07,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00115000,2026-02-06 19:06:18+00:00,115.0,0.08,0.0,0.0,0.0,0.0,5.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00120000,2026-02-06 16:34:24+00:00,120.0,0.1,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00125000,2026-01-21 14:56:35+00:00,125.0,0.12,0.0,0.0,0.0,0.0,21.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00130000,2026-01-20 16:20:21+00:00,130.0,0.15,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00135000,2026-02-09 18:22:36+00:00,135.0,0.21,0.0,0.0,0.0,0.0,6.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00140000,2026-02-06 16:16:41+00:00,140.0,0.23,0.0,0.0,0.0,0.0,5.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00145000,2026-02-06 19:32:30+00:00,145.0,0.26,0.0,0.0,0.0,0.0,16.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00150000,2026-02-09 19:10:12+00:00,150.0,0.29,0.0,0.0,0.0,0.0,13.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00155000,2026-02-03 16:50:47+00:00,155.0,0.19,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00160000,2026-02-06 14:51:34+00:00,160.0,0.38,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00165000,2026-02-06 15:27:11+00:00,165.0,0.48,0.0,0.0,0.0,0.0,3.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00170000,2026-02-06 18:13:39+00:00,170.0,0.54,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00175000,2026-02-06 18:12:32+00:00,175.0,0.63,0.0,0.0,0.0,0.0,6.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00180000,2026-02-09 14:37:54+00:00,180.0,0.77,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00185000,2026-02-05 18:59:05+00:00,185.0,0.87,0.0,0.0,0.0,0.0,5.0,0,0.2500075,False,REGULAR,USD,2026-06-18
GOOG260618P00190000,2026-02-06 20:33:13+00:00,190.0,1.05,0.0,0.0,0.0,0.0,3.0,0,0.12500875,False,REGULAR,USD,2026-06-18
GOOG260618P00195000,2026-02-06 19:34:06+00:00,195.0,1.15,0.0,0.0,0.0,0.0,26.0,0,0.12500875,False,REGULAR,USD,2026-06-18
GOOG260618P00200000,2026-02-09 16:10:09+00:00,200.0,1.14,0.0,0.0,0.0,0.0,5.0,0,0.12500875,False,REGULAR,USD,2026-06-18
GOOG260618P00205000,2026-02-06 20:49:50+00:00,205.0,1.57,0.0,0.0,0.0,0.0,12.0,0,0.12500875,False,REGULAR,USD,2026-06-18
GOOG260618P00210000,2026-02-06 20:05:02+00:00,210.0,1.81,0.0,0.0,0.0,0.0,5.0,0,0.12500875,False,REGULAR,USD,2026-06-18
GOOG260618P00215000,2026-02-03 15:38:32+00:00,215.0,1.17,0.0,0.0,0.0,0.0,3.0,0,0.12500875,False,REGULAR,USD,2026-06-18
GOOG260618P00220000,2026-02-09 17:31:55+00:00,220.0,1.88,0.0,0.0,0.0,0.0,25.0,0,0.12500875,False,REGULAR,USD,2026-06-18
GOOG260618P00225000,2026-02-09 19:11:49+00:00,225.0,2.2,0.0,0.0,0.0,0.0,2.0,0,0.12500875,False,REGULAR,USD,2026-06-18
GOOG260618P00230000,2026-02-09 14:36:05+00:00,230.0,2.87,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,2026-06-18
GOOG260618P00235000,2026-02-09 17:38:32+00:00,235.0,2.76,0.0,0.0,0.0,0.0,43.0,0,0.12500875,False,REGULAR,USD,2026-06-18
GOOG260618P00240000,2026-02-09 19:26:41+00:00,240.0,3.2,0.0,0.0,0.0,0.0,49.0,0,0.12500875,False,REGULAR,USD,2026-06-18
