contractSymbol,lastTradeDate,strike,lastPrice,volume,impliedVolatility,inTheMoney,underlyingPriceAtTrade,riskFreeRate
MSFT260313P00270000,2026-02-06 14:33:57+00:00,270.0,0.07,3.0,25.0008,0,397.0,0.03593
MSFT260313P00280000,2026-02-05 15:37:59+00:00,280.0,0.1,,25.0008,0,402.545,0.03593
MSFT260313P00290000,2026-02-09 17:45:50+00:00,290.0,0.04,1.0,25.0008,0,412.475,0.03593
MSFT260313P00300000,2026-02-09 20:42:22+00:00,300.0,0.07,3.0,25.0008,0,413.38,0.03593
MSFT260313P00310000,2026-02-09 15:26:14+00:00,310.0,0.14,14.0,25.0008,0,410.01,0.03593
MSFT260313P00320000,2026-02-09 20:18:30+00:00,320.0,0.19,2.0,12.5009,0,413.18,0.03593
MSFT260313P00325000,2026-02-09 19:08:53+00:00,325.0,0.21,1.0,12.5009,0,413.46,0.03593
MSFT260313P00330000,2026-02-09 20:58:41+00:00,330.0,0.32,20.0,12.5009,0,413.5,0.03593
MSFT260313P00335000,2026-02-09 17:52:36+00:00,335.0,0.35,5.0,12.5009,0,412.745,0.03593
MSFT260313P00340000,2026-02-09 20:59:44+00:00,340.0,0.5,35.0,12.5009,0,413.5,0.03593
MSFT260313P00345000,2026-02-09 17:42:00+00:00,345.0,0.58,18.0,12.5009,0,412.46,0.03593
MSFT260313P00350000,2026-02-09 19:37:37+00:00,350.0,0.74,47.0,12.5009,0,414.805,0.03593
MSFT260313P00355000,2026-02-09 18:02:19+00:00,355.0,0.98,47.0,12.5009,0,412.2,0.03593
MSFT260313P00360000,2026-02-09 20:33:32+00:00,360.0,1.34,48.0,12.5009,0,412.5908,0.03593
MSFT260313P00365000,2026-02-09 20:53:11+00:00,365.0,1.61,66.0,6.2509,0,413.48,0.03593
MSFT260313P00370000,2026-02-09 20:15:44+00:00,370.0,1.98,103.0,6.2509,0,414.02,0.03593
MSFT260313P00375000,2026-02-09 20:53:11+00:00,375.0,2.5,134.0,6.2509,0,413.48,0.03593
MSFT260313P00380000,2026-02-09 20:57:48+00:00,380.0,3.05,454.0,6.2509,0,414.12,0.03593
MSFT260313P00385000,2026-02-09 20:57:48+00:00,385.0,3.83,230.0,6.2509,0,414.12,0.03593
MSFT260313P00390000,2026-02-09 20:56:29+00:00,390.0,4.91,180.0,3.126,0,413.48,0.03593
MSFT260313P00395000,2026-02-09 20:57:12+00:00,395.0,6.08,350.0,3.126,0,414.05,0.03593
MSFT260313P00400000,2026-02-09 20:59:25+00:00,400.0,7.39,238.0,3.126,0,413.5,0.03593
MSFT260313P00405000,2026-02-09 19:36:21+00:00,405.0,8.77,91.0,1.5635,0,414.83,0.03593
MSFT260313P00410000,2026-02-09 20:39:12+00:00,410.0,11.46,311.0,0.7822,0,413.06,0.03593
MSFT260313P00415000,2026-02-09 20:53:22+00:00,415.0,13.7,101.0,0.001,1,413.48,0.03593
MSFT260313P00420000,2026-02-09 20:25:53+00:00,420.0,16.5,144.0,0.001,1,412.9799,0.03593
MSFT260313P00425000,2026-02-09 19:39:03+00:00,425.0,18.5,123.0,0.001,1,414.78,0.03593
MSFT260313P00430000,2026-02-09 20:47:42+00:00,430.0,22.18,5.0,0.001,1,414.11,0.03593
MSFT260313P00435000,2026-02-09 18:35:29+00:00,435.0,26.4,20.0,0.001,1,413.13,0.03593
MSFT260313P00440000,2026-02-09 20:50:36+00:00,440.0,29.9,26.0,0.001,1,414.005,0.03593
MSFT260313P00445000,2026-02-09 20:49:12+00:00,445.0,34.39,6.0,0.001,1,414.3287,0.03593
MSFT260313P00450000,2026-02-09 17:06:23+00:00,450.0,39.85,6.0,0.001,1,412.23,0.03593
MSFT260313P00455000,2026-02-09 20:49:12+00:00,455.0,43.19,15.0,0.001,1,414.3287,0.03593
MSFT260313P00460000,2026-02-05 16:38:31+00:00,460.0,57.0,6.0,0.001,1,404.2699,0.03593
MSFT260313P00465000,2026-02-09 14:30:40+00:00,465.0,64.04,2.0,0.001,1,402.91,0.03593
MSFT260313P00470000,2026-02-09 20:10:29+00:00,470.0,56.98,2.0,0.001,1,413.99,0.03593
MSFT260313P00475000,2026-02-06 15:28:48+00:00,475.0,80.26,1.0,0.001,1,395.615,0.03593
MSFT260313P00480000,2026-02-09 15:00:11+00:00,480.0,73.49,1.0,0.001,1,407.68,0.03593
MSFT260313P00485000,2026-02-05 17:11:28+00:00,485.0,81.7,10.0,0.001,1,404.2701,0.03593
MSFT260313P00490000,2026-02-03 14:34:03+00:00,490.0,73.0,1.0,0.001,1,,0.03593
MSFT260313P00495000,2026-02-03 14:49:03+00:00,495.0,78.66,3.0,0.001,1,,0.03593
MSFT260313P00500000,2026-02-05 20:45:54+00:00,500.0,107.32,4.0,0.001,1,392.67,0.03593
MSFT260313P00505000,2026-02-05 16:13:54+00:00,505.0,105.05,4.0,0.001,1,400.32,0.03593
MSFT260313P00530000,2026-02-03 14:45:32+00:00,530.0,113.81,,0.001,1,,0.03593
MSFT260313P00535000,2026-02-05 16:03:48+00:00,535.0,134.71,,0.001,1,400.0,0.03593
