contractSymbol,lastTradeDate,strike,lastPrice,volume,impliedVolatility,inTheMoney
AMZN260213C00125000,2026-02-09 20:33:50+00:00,125.0,84.25,13,0.001,1
AMZN260213C00130000,2026-02-09 20:15:30+00:00,130.0,79.49,13,0.001,1
AMZN260213C00135000,2026-02-06 20:47:13+00:00,135.0,73.95,34,0.001,1
AMZN260213C00140000,2026-02-06 14:45:11+00:00,140.0,64.05,3,0.001,1
AMZN260213C00145000,2026-02-03 19:36:29+00:00,145.0,91.59,3,0.001,1
AMZN260213C00150000,2026-02-09 20:24:12+00:00,150.0,59.17,1,0.001,1
AMZN260213C00152500,2026-02-06 17:09:27+00:00,152.5,53.01,4,0.001,1
AMZN260213C00155000,2026-02-06 17:23:57+00:00,155.0,51.28,3,0.001,1
AMZN260213C00160000,2026-02-06 14:40:13+00:00,160.0,42.11,1,0.001,1
AMZN260213C00165000,2026-02-06 16:20:31+00:00,165.0,39.94,10,0.001,1
AMZN260213C00170000,2026-02-09 16:34:29+00:00,170.0,40.0,24,0.001,1
AMZN260213C00172500,2026-02-06 16:46:24+00:00,172.5,33.44,1,0.001,1
AMZN260213C00175000,2026-02-09 19:55:25+00:00,175.0,33.6,21,0.001,1
AMZN260213C00180000,2026-02-09 16:34:26+00:00,180.0,30.01,88,0.001,1
AMZN260213C00182500,2026-02-09 17:11:34+00:00,182.5,29.93,2,0.001,1
AMZN260213C00185000,2026-02-09 17:24:42+00:00,185.0,25.29,3,0.001,1
AMZN260213C00187500,2026-02-09 20:00:02+00:00,187.5,21.6,8,0.001,1
AMZN260213C00190000,2026-02-09 17:21:33+00:00,190.0,19.85,41,0.001,1
AMZN260213C00192500,2026-02-09 18:34:18+00:00,192.5,18.55,35,0.001,1
AMZN260213C00195000,2026-02-09 20:19:31+00:00,195.0,14.64,46,0.001,1
AMZN260213C00197500,2026-02-09 20:37:20+00:00,197.5,12.3,951,0.001,1
AMZN260213C00200000,2026-02-09 20:59:54+00:00,200.0,9.5,3740,0.001,1
AMZN260213C00202500,2026-02-09 20:58:07+00:00,202.5,7.5,1263,0.001,1
AMZN260213C00205000,2026-02-09 20:59:54+00:00,205.0,5.55,11353,0.001,1
AMZN260213C00207500,2026-02-09 20:59:50+00:00,207.5,4.0,7020,0.001,1
AMZN260213C00210000,2026-02-09 20:59:54+00:00,210.0,2.67,28521,1.5635,0
AMZN260213C00212500,2026-02-09 20:59:54+00:00,212.5,1.74,12061,3.126,0
AMZN260213C00215000,2026-02-09 20:59:58+00:00,215.0,1.06,26838,6.2509,0
AMZN260213C00217500,2026-02-09 20:59:54+00:00,217.5,0.65,7451,12.5009,0
AMZN260213C00220000,2026-02-09 20:59:57+00:00,220.0,0.41,28419,12.5009,0
AMZN260213C00222500,2026-02-09 20:59:48+00:00,222.5,0.28,5219,12.5009,0
AMZN260213C00225000,2026-02-09 20:59:58+00:00,225.0,0.19,7349,12.5009,0
AMZN260213C00227500,2026-02-09 20:58:40+00:00,227.5,0.15,3256,25.0008,0
AMZN260213C00230000,2026-02-09 20:59:17+00:00,230.0,0.1,9371,25.0008,0
AMZN260213C00232500,2026-02-09 20:58:42+00:00,232.5,0.09,1077,25.0008,0
AMZN260213C00235000,2026-02-09 20:59:42+00:00,235.0,0.07,3343,25.0008,0
AMZN260213C00237500,2026-02-09 20:52:29+00:00,237.5,0.05,704,25.0008,0
AMZN260213C00240000,2026-02-09 20:58:39+00:00,240.0,0.04,2461,25.0008,0
AMZN260213C00242500,2026-02-09 20:56:05+00:00,242.5,0.03,351,25.0008,0
AMZN260213C00245000,2026-02-09 20:53:51+00:00,245.0,0.04,1450,25.0008,0
AMZN260213C00247500,2026-02-09 20:49:51+00:00,247.5,0.03,1450,25.0008,0
