contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
AAPL270115P00005000,2026-02-06 15:36:04+00:00,5.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,2027-01-15
AAPL270115P00010000,2025-11-11 17:45:32+00:00,10.0,0.02,0.0,0.0,0.0,0.0,1.0,143,0.500005,False,REGULAR,USD,2027-01-15
AAPL270115P00015000,2025-11-07 15:23:45+00:00,15.0,0.02,0.0,0.0,0.0,0.0,1.0,83,0.500005,False,REGULAR,USD,2027-01-15
AAPL270115P00020000,2026-01-26 19:27:23+00:00,20.0,0.02,0.0,0.0,0.0,0.0,2.0,0,0.500005,False,REGULAR,USD,2027-01-15
AAPL270115P00025000,2025-11-17 18:43:44+00:00,25.0,0.03,0.0,0.0,0.0,0.0,159.0,2620,0.500005,False,REGULAR,USD,2027-01-15
AAPL270115P00030000,2025-11-07 16:25:28+00:00,30.0,0.03,0.0,0.0,0.0,0.0,1.0,46,0.500005,False,REGULAR,USD,2027-01-15
AAPL270115P00035000,2025-11-18 17:29:18+00:00,35.0,0.06,0.0,0.0,0.0,0.0,5.0,117,0.500005,False,REGULAR,USD,2027-01-15
AAPL270115P00040000,2026-02-04 20:16:24+00:00,40.0,0.02,0.0,0.0,0.0,0.0,40.0,0,0.500005,False,REGULAR,USD,2027-01-15
AAPL270115P00045000,2025-10-31 17:07:08+00:00,45.0,0.04,0.04,0.29,0.0,0.0,16.0,85,0.7568383691406251,False,REGULAR,USD,2027-01-15
AAPL270115P00050000,2026-02-06 16:11:48+00:00,50.0,0.06,0.0,0.0,0.0,0.0,10.0,0,0.2500075,False,REGULAR,USD,2027-01-15
AAPL270115P00060000,2026-02-05 20:58:44+00:00,60.0,0.11,0.0,0.0,0.0,0.0,8.0,0,0.2500075,False,REGULAR,USD,2027-01-15
AAPL270115P00070000,2026-01-29 19:29:19+00:00,70.0,0.12,0.0,0.0,0.0,0.0,20.0,0,0.2500075,False,REGULAR,USD,2027-01-15
AAPL270115P00080000,2026-01-29 19:30:07+00:00,80.0,0.2,0.0,0.0,0.0,0.0,15.0,0,0.2500075,False,REGULAR,USD,2027-01-15
AAPL270115P00085000,2026-02-04 19:22:47+00:00,85.0,0.2,0.0,0.0,0.0,0.0,130.0,0,0.2500075,False,REGULAR,USD,2027-01-15
AAPL270115P00090000,2026-02-06 20:53:08+00:00,90.0,0.24,0.0,0.0,0.0,0.0,6.0,0,0.2500075,False,REGULAR,USD,2027-01-15
AAPL270115P00095000,2026-02-09 16:10:14+00:00,95.0,0.26,0.0,0.0,0.0,0.0,8.0,0,0.2500075,False,REGULAR,USD,2027-01-15
AAPL270115P00100000,2026-02-09 16:15:49+00:00,100.0,0.33,0.0,0.0,0.0,0.0,32.0,0,0.2500075,False,REGULAR,USD,2027-01-15
AAPL270115P00105000,2026-01-14 14:30:24+00:00,105.0,0.45,0.0,0.0,0.0,0.0,6.0,0,0.2500075,False,REGULAR,USD,2027-01-15
AAPL270115P00110000,2026-02-09 16:09:36+00:00,110.0,0.45,0.0,0.0,0.0,0.0,6.0,0,0.2500075,False,REGULAR,USD,2027-01-15
AAPL270115P00115000,2026-02-04 14:48:54+00:00,115.0,0.5,0.0,0.0,0.0,0.0,8.0,0,0.12500875,False,REGULAR,USD,2027-01-15
AAPL270115P00120000,2026-02-09 15:12:53+00:00,120.0,0.61,0.0,0.0,0.0,0.0,5.0,0,0.12500875,False,REGULAR,USD,2027-01-15
AAPL270115P00125000,2026-02-06 20:53:08+00:00,125.0,0.69,0.0,0.0,0.0,0.0,2.0,0,0.12500875,False,REGULAR,USD,2027-01-15
AAPL270115P00130000,2026-02-05 14:49:37+00:00,130.0,0.81,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,2027-01-15
AAPL270115P00135000,2026-02-09 19:10:57+00:00,135.0,0.94,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,2027-01-15
AAPL270115P00140000,2026-02-09 16:23:45+00:00,140.0,1.08,0.0,0.0,0.0,0.0,49.0,0,0.12500875,False,REGULAR,USD,2027-01-15
AAPL270115P00145000,2026-02-05 18:39:08+00:00,145.0,1.28,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,2027-01-15
