contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
AMZN260220C00110000,2026-02-06 14:30:09+00:00,110.0,94.8,0.0,0.0,0.0,0.0,4,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00115000,2026-02-06 16:00:45+00:00,115.0,89.44,0.0,0.0,0.0,0.0,3,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00120000,2026-02-03 17:42:30+00:00,120.0,117.25,0.0,0.0,0.0,0.0,1,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00125000,2026-02-06 16:31:44+00:00,125.0,80.18,0.0,0.0,0.0,0.0,10,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00130000,2026-02-06 20:16:19+00:00,130.0,77.64,0.0,0.0,0.0,0.0,1,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00135000,2026-02-09 19:56:32+00:00,135.0,74.15,0.0,0.0,0.0,0.0,1,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00140000,2026-02-09 15:10:20+00:00,140.0,66.58,0.0,0.0,0.0,0.0,2,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00145000,2026-01-02 19:05:16+00:00,145.0,81.7,0.0,0.0,0.0,0.0,1,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00150000,2026-02-09 16:40:30+00:00,150.0,59.89,0.0,0.0,0.0,0.0,2,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00155000,2026-02-05 20:27:31+00:00,155.0,68.64,0.0,0.0,0.0,0.0,2,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00160000,2026-02-05 20:49:41+00:00,160.0,61.75,0.0,0.0,0.0,0.0,2,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00162500,2026-02-06 18:28:13+00:00,162.5,45.75,0.0,0.0,0.0,0.0,2,,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00165000,2026-02-09 14:58:09+00:00,165.0,41.3,0.0,0.0,0.0,0.0,1,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00167500,2026-02-09 15:35:12+00:00,167.5,41.25,0.0,0.0,0.0,0.0,1,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00170000,2026-02-09 18:53:49+00:00,170.0,40.1,0.0,0.0,0.0,0.0,8,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00172500,2026-02-09 15:57:23+00:00,172.5,37.2,0.0,0.0,0.0,0.0,4,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00175000,2026-02-09 19:09:27+00:00,175.0,35.3,0.0,0.0,0.0,0.0,1,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00177500,2026-02-09 16:36:07+00:00,177.5,32.3,0.0,0.0,0.0,0.0,10,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00180000,2026-02-09 19:58:57+00:00,180.0,29.6,0.0,0.0,0.0,0.0,11,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00182500,2026-02-09 19:08:48+00:00,182.5,27.43,0.0,0.0,0.0,0.0,11,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00185000,2026-02-09 17:24:42+00:00,185.0,25.64,0.0,0.0,0.0,0.0,8,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00187500,2026-02-09 17:46:51+00:00,187.5,22.95,0.0,0.0,0.0,0.0,4,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00190000,2026-02-09 20:45:30+00:00,190.0,20.15,0.0,0.0,0.0,0.0,90,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00192500,2026-02-09 16:38:34+00:00,192.5,18.0,0.0,0.0,0.0,0.0,3,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00195000,2026-02-09 17:50:30+00:00,195.0,15.75,0.0,0.0,0.0,0.0,168,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00197500,2026-02-09 20:24:47+00:00,197.5,12.8,0.0,0.0,0.0,0.0,231,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00200000,2026-02-09 20:54:34+00:00,200.0,10.9,0.0,0.0,0.0,0.0,4535,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00205000,2026-02-09 20:59:54+00:00,205.0,6.95,0.0,0.0,0.0,0.0,4713,0.0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
AMZN260220C00210000,2026-02-09 20:59:44+00:00,210.0,4.2,0.0,0.0,0.0,0.0,18262,0.0,0.007822421875,False,REGULAR,USD,2026-02-20
AMZN260220C00215000,2026-02-09 20:59:53+00:00,215.0,2.25,0.0,0.0,0.0,0.0,20207,0.0,0.0312596875,False,REGULAR,USD,2026-02-20
AMZN260220C00217500,2026-02-09 20:59:29+00:00,217.5,1.63,0.0,0.0,0.0,0.0,3257,0.0,0.062509375,False,REGULAR,USD,2026-02-20
AMZN260220C00220000,2026-02-09 20:59:59+00:00,220.0,1.15,0.0,0.0,0.0,0.0,15910,0.0,0.062509375,False,REGULAR,USD,2026-02-20
AMZN260220C00222500,2026-02-09 20:58:37+00:00,222.5,0.85,0.0,0.0,0.0,0.0,1487,0.0,0.062509375,False,REGULAR,USD,2026-02-20
AMZN260220C00225000,2026-02-09 20:59:46+00:00,225.0,0.63,0.0,0.0,0.0,0.0,19852,0.0,0.12500875,False,REGULAR,USD,2026-02-20
AMZN260220C00227500,2026-02-09 20:56:50+00:00,227.5,0.5,0.0,0.0,0.0,0.0,1565,0.0,0.12500875,False,REGULAR,USD,2026-02-20
AMZN260220C00230000,2026-02-09 20:59:54+00:00,230.0,0.39,0.0,0.0,0.0,0.0,6730,0.0,0.12500875,False,REGULAR,USD,2026-02-20
AMZN260220C00232500,2026-02-09 20:55:55+00:00,232.5,0.33,0.0,0.0,0.0,0.0,518,0.0,0.12500875,False,REGULAR,USD,2026-02-20
AMZN260220C00235000,2026-02-09 20:58:54+00:00,235.0,0.29,0.0,0.0,0.0,0.0,2156,0.0,0.12500875,False,REGULAR,USD,2026-02-20
AMZN260220C00237500,2026-02-09 20:56:30+00:00,237.5,0.23,0.0,0.0,0.0,0.0,482,0.0,0.12500875,False,REGULAR,USD,2026-02-20
AMZN260220C00240000,2026-02-09 20:59:33+00:00,240.0,0.2,0.0,0.0,0.0,0.0,5716,0.0,0.12500875,False,REGULAR,USD,2026-02-20
