contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
MSFT260218P00320000,2026-02-06 17:53:37+00:00,320.0,0.07,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD,2026-02-18
MSFT260218P00325000,2026-02-09 20:25:41+00:00,325.0,0.05,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD,2026-02-18
MSFT260218P00340000,2026-02-06 15:36:11+00:00,340.0,0.24,0.0,0.0,0.0,0.0,2.0,0,0.2500075,False,REGULAR,USD,2026-02-18
MSFT260218P00345000,2026-02-09 14:54:13+00:00,345.0,0.07,0.0,0.0,0.0,0.0,27.0,0,0.2500075,False,REGULAR,USD,2026-02-18
MSFT260218P00350000,2026-02-09 16:59:29+00:00,350.0,0.05,0.0,0.0,0.0,0.0,138.0,0,0.2500075,False,REGULAR,USD,2026-02-18
MSFT260218P00352500,2026-02-09 16:31:31+00:00,352.5,0.07,0.0,0.0,0.0,0.0,1.0,0,0.2500075,False,REGULAR,USD,2026-02-18
MSFT260218P00355000,2026-02-09 19:27:33+00:00,355.0,0.08,0.0,0.0,0.0,0.0,7.0,0,0.2500075,False,REGULAR,USD,2026-02-18
MSFT260218P00360000,2026-02-09 20:52:51+00:00,360.0,0.13,0.0,0.0,0.0,0.0,130.0,0,0.2500075,False,REGULAR,USD,2026-02-18
MSFT260218P00362500,2026-02-06 18:18:48+00:00,362.5,0.66,0.0,0.0,0.0,0.0,4.0,0,0.12500875,False,REGULAR,USD,2026-02-18
MSFT260218P00365000,2026-02-09 16:33:41+00:00,365.0,0.17,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,2026-02-18
MSFT260218P00367500,2026-02-09 20:00:07+00:00,367.5,0.21,0.0,0.0,0.0,0.0,23.0,0,0.12500875,False,REGULAR,USD,2026-02-18
MSFT260218P00370000,2026-02-09 16:56:16+00:00,370.0,0.23,0.0,0.0,0.0,0.0,3.0,0,0.12500875,False,REGULAR,USD,2026-02-18
MSFT260218P00372500,2026-02-09 16:12:05+00:00,372.5,0.29,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD,2026-02-18
