contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
AMZN260213P00125000,2026-02-06 15:04:22+00:00,125.0,0.01,0.0,0.0,0.0,0.0,5.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00130000,2026-02-06 15:28:22+00:00,130.0,0.02,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00135000,2026-02-09 16:53:20+00:00,135.0,0.01,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00140000,2026-02-06 15:32:09+00:00,140.0,0.01,0.0,0.0,0.0,0.0,150.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00145000,2026-02-06 16:19:01+00:00,145.0,0.05,0.0,0.0,0.0,0.0,66.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00150000,2026-02-06 18:01:14+00:00,150.0,0.03,0.0,0.0,0.0,0.0,134.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00155000,2026-02-09 17:01:49+00:00,155.0,0.01,0.0,0.0,0.0,0.0,10.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00157500,2026-02-06 18:57:56+00:00,157.5,0.01,0.0,0.0,0.0,0.0,9.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00160000,2026-02-09 18:47:50+00:00,160.0,0.01,0.0,0.0,0.0,0.0,213.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00162500,2026-02-06 17:38:25+00:00,162.5,0.02,0.0,0.0,0.0,0.0,24.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00165000,2026-02-09 18:49:16+00:00,165.0,0.01,0.0,0.0,0.0,0.0,51.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00167500,2026-02-09 20:20:02+00:00,167.5,0.01,0.0,0.0,0.0,0.0,1.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00170000,2026-02-09 20:47:58+00:00,170.0,0.01,0.0,0.0,0.0,0.0,49.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00172500,2026-02-09 15:35:13+00:00,172.5,0.02,0.0,0.0,0.0,0.0,3.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00175000,2026-02-09 20:28:38+00:00,175.0,0.02,0.0,0.0,0.0,0.0,1275.0,0,0.500005,False,REGULAR,USD,2026-02-13
AMZN260213P00177500,2026-02-09 18:55:31+00:00,177.5,0.02,0.0,0.0,0.0,0.0,17.0,0,0.2500075,False,REGULAR,USD,2026-02-13
AMZN260213P00180000,2026-02-09 20:56:39+00:00,180.0,0.03,0.0,0.0,0.0,0.0,682.0,0,0.2500075,False,REGULAR,USD,2026-02-13
AMZN260213P00182500,2026-02-09 20:19:15+00:00,182.5,0.04,0.0,0.0,0.0,0.0,212.0,0,0.2500075,False,REGULAR,USD,2026-02-13
AMZN260213P00185000,2026-02-09 20:56:34+00:00,185.0,0.05,0.0,0.0,0.0,0.0,933.0,0,0.2500075,False,REGULAR,USD,2026-02-13
AMZN260213P00187500,2026-02-09 20:57:54+00:00,187.5,0.07,0.0,0.0,0.0,0.0,538.0,0,0.2500075,False,REGULAR,USD,2026-02-13
AMZN260213P00190000,2026-02-09 20:59:43+00:00,190.0,0.11,0.0,0.0,0.0,0.0,1985.0,0,0.2500075,False,REGULAR,USD,2026-02-13
AMZN260213P00192500,2026-02-09 20:59:44+00:00,192.5,0.15,0.0,0.0,0.0,0.0,1125.0,0,0.12500875,False,REGULAR,USD,2026-02-13
AMZN260213P00195000,2026-02-09 20:58:52+00:00,195.0,0.24,0.0,0.0,0.0,0.0,4826.0,0,0.12500875,False,REGULAR,USD,2026-02-13
AMZN260213P00197500,2026-02-09 20:59:55+00:00,197.5,0.4,0.0,0.0,0.0,0.0,2895.0,0,0.12500875,False,REGULAR,USD,2026-02-13
AMZN260213P00200000,2026-02-09 20:59:54+00:00,200.0,0.63,0.0,0.0,0.0,0.0,10912.0,0,0.12500875,False,REGULAR,USD,2026-02-13
AMZN260213P00202500,2026-02-09 20:59:54+00:00,202.5,1.05,0.0,0.0,0.0,0.0,5840.0,0,0.062509375,False,REGULAR,USD,2026-02-13
AMZN260213P00205000,2026-02-09 20:59:57+00:00,205.0,1.68,0.0,0.0,0.0,0.0,8974.0,0,0.0312596875,False,REGULAR,USD,2026-02-13
AMZN260213P00207500,2026-02-09 20:59:54+00:00,207.5,2.6,0.0,0.0,0.0,0.0,7684.0,0,0.015634843750000002,False,REGULAR,USD,2026-02-13
AMZN260213P00210000,2026-02-09 20:59:58+00:00,210.0,3.85,0.0,0.0,0.0,0.0,7138.0,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-13
AMZN260213P00212500,2026-02-09 20:59:10+00:00,212.5,5.25,0.0,0.0,0.0,0.0,1788.0,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-13
AMZN260213P00215000,2026-02-09 20:59:17+00:00,215.0,7.13,0.0,0.0,0.0,0.0,1679.0,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-13
AMZN260213P00217500,2026-02-09 20:40:03+00:00,217.5,9.05,0.0,0.0,0.0,0.0,346.0,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-13
AMZN260213P00220000,2026-02-09 20:55:56+00:00,220.0,11.42,0.0,0.0,0.0,0.0,402.0,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-13
AMZN260213P00222500,2026-02-09 20:34:45+00:00,222.5,13.71,0.0,0.0,0.0,0.0,57.0,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-13
AMZN260213P00225000,2026-02-09 20:59:54+00:00,225.0,16.45,0.0,0.0,0.0,0.0,321.0,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-13
AMZN260213P00227500,2026-02-09 20:50:02+00:00,227.5,18.75,0.0,0.0,0.0,0.0,39.0,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-13
