contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
AAPL280121C00005000,2026-02-02 15:33:56+00:00,5.0,260.05,0.0,0.0,0.0,0.0,161.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00010000,2026-01-14 14:30:07+00:00,10.0,249.67,0.0,0.0,0.0,0.0,26.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00015000,2026-01-16 20:32:34+00:00,15.0,241.24,0.0,0.0,0.0,0.0,12.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00020000,2026-02-06 20:53:05+00:00,20.0,258.54,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00025000,2026-02-02 14:55:08+00:00,25.0,238.42,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00035000,2025-12-08 18:26:09+00:00,35.0,243.92,222.0,227.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00040000,2026-01-02 15:52:01+00:00,40.0,234.0,0.0,0.0,0.0,0.0,20.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00045000,2026-02-02 18:43:50+00:00,45.0,223.12,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00050000,2026-02-06 15:13:49+00:00,50.0,232.25,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00060000,2026-01-16 20:29:04+00:00,60.0,199.8,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00070000,2026-02-06 20:45:48+00:00,70.0,211.85,0.0,0.0,0.0,0.0,80.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00080000,2026-01-30 20:41:08+00:00,80.0,186.0,0.0,0.0,0.0,0.0,7.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00090000,2026-01-21 14:55:17+00:00,90.0,163.62,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00100000,2026-02-02 19:25:12+00:00,100.0,174.96,0.0,0.0,0.0,0.0,36.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00110000,2026-01-23 17:10:54+00:00,110.0,147.6,0.0,0.0,0.0,0.0,11.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00120000,2026-01-23 15:03:05+00:00,120.0,136.01,0.0,0.0,0.0,0.0,28.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00130000,2026-02-06 17:38:43+00:00,130.0,158.5,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00135000,2026-02-06 17:30:17+00:00,135.0,154.42,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00140000,2026-01-29 14:30:34+00:00,140.0,131.35,0.0,0.0,0.0,0.0,8.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00145000,2026-01-15 17:22:36+00:00,145.0,129.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00150000,2026-01-30 17:03:41+00:00,150.0,119.42,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00155000,2026-02-04 15:11:44+00:00,155.0,134.75,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00160000,2026-02-09 18:09:23+00:00,160.0,127.15,0.0,0.0,0.0,0.0,14.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00165000,2026-02-04 16:04:02+00:00,165.0,127.71,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00170000,2026-02-09 20:57:48+00:00,170.0,121.85,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00175000,2026-02-09 18:09:16+00:00,175.0,114.95,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00180000,2026-02-09 19:44:07+00:00,180.0,112.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00185000,2026-02-09 20:57:52+00:00,185.0,109.95,0.0,0.0,0.0,0.0,12.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00190000,2026-02-06 19:53:32+00:00,190.0,108.23,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
AAPL280121C00195000,2026-02-05 18:37:55+00:00,195.0,101.65,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD,2028-01-21
