contractSymbol,lastTradeDate,strike,lastPrice,volume,impliedVolatility,inTheMoney,underlyingPriceAtTrade,riskFreeRate
AAPL281215P00005000,2026-02-03 17:26:07+00:00,5.0,0.01,,50.0005,0,,0.03593
AAPL281215P00010000,2026-02-03 20:52:04+00:00,10.0,0.02,,50.0005,0,,0.03593
AAPL281215P00020000,2026-01-30 19:23:37+00:00,20.0,0.08,2.0,25.0008,0,,0.03593
AAPL281215P00030000,2026-01-21 16:26:34+00:00,30.0,0.11,,25.0008,0,,0.03593
AAPL281215P00035000,2026-02-05 15:02:44+00:00,35.0,0.16,5.0,25.0008,0,275.0854,0.03593
AAPL281215P00040000,2026-02-02 18:13:06+00:00,40.0,0.19,1.0,25.0008,0,,0.03593
AAPL281215P00050000,2026-02-02 15:46:00+00:00,50.0,0.34,1.0,25.0008,0,,0.03593
AAPL281215P00060000,2026-01-30 18:58:26+00:00,60.0,0.57,3.0,12.5009,0,,0.03593
AAPL281215P00070000,2026-02-06 20:51:41+00:00,70.0,0.75,1.0,12.5009,0,278.615,0.03593
AAPL281215P00080000,2026-02-09 14:30:00+00:00,80.0,1.11,1.0,12.5009,0,276.7,0.03593
AAPL281215P00090000,2026-02-05 14:45:59+00:00,90.0,1.52,1.0,12.5009,0,273.6,0.03593
AAPL281215P00100000,2026-02-03 16:49:41+00:00,100.0,1.94,22.0,12.5009,0,,0.03593
AAPL281215P00110000,2026-02-05 20:52:23+00:00,110.0,2.62,1.0,12.5009,0,275.88,0.03593
AAPL281215P00120000,2026-02-09 17:04:59+00:00,120.0,3.15,7.0,12.5009,0,272.475,0.03593
AAPL281215P00125000,2026-02-09 16:12:04+00:00,125.0,3.45,4.0,12.5009,0,273.475,0.03593
AAPL281215P00130000,2026-02-03 16:48:30+00:00,130.0,4.05,2.0,6.2509,0,,0.03593
AAPL281215P00135000,2026-02-06 16:56:46+00:00,135.0,4.27,1.0,6.2509,0,279.32,0.03593
AAPL281215P00140000,2026-02-06 19:18:59+00:00,140.0,4.8,5.0,6.2509,0,277.79,0.03593
AAPL281215P00145000,2026-01-29 16:15:58+00:00,145.0,6.5,5.0,6.2509,0,,0.03593
AAPL281215P00150000,2026-02-09 17:06:47+00:00,150.0,6.11,2.0,6.2509,0,272.15,0.03593
AAPL281215P00155000,2026-02-03 15:37:42+00:00,155.0,6.95,4.0,6.2509,0,,0.03593
AAPL281215P00160000,2026-02-06 15:10:21+00:00,160.0,7.1,3.0,6.2509,0,279.93,0.03593
AAPL281215P00165000,2026-02-09 17:13:24+00:00,165.0,8.07,2.0,6.2509,0,272.2199,0.03593
AAPL281215P00170000,2026-02-09 19:51:04+00:00,170.0,8.8,3.0,6.2509,0,273.1501,0.03593
AAPL281215P00175000,2026-02-09 18:00:23+00:00,175.0,9.73,20.0,6.2509,0,271.995,0.03593
AAPL281215P00180000,2026-02-09 18:27:52+00:00,180.0,10.6,7.0,6.2509,0,271.9229,0.03593
AAPL281215P00185000,2026-02-09 19:44:18+00:00,185.0,11.34,1.0,6.2509,0,273.11,0.03593
AAPL281215P00190000,2026-02-09 15:15:24+00:00,190.0,12.29,5.0,3.126,0,273.54,0.03593
AAPL281215P00195000,2026-02-06 20:18:09+00:00,195.0,13.0,4.0,3.126,0,278.04,0.03593
AAPL281215P00200000,2026-02-09 19:07:44+00:00,200.0,14.54,11.0,3.126,0,273.015,0.03593
AAPL281215P00210000,2026-02-09 17:19:15+00:00,210.0,17.06,1.0,3.126,0,272.09,0.03593
AAPL281215P00220000,2026-02-09 16:26:19+00:00,220.0,19.4,1.0,3.126,0,273.2851,0.03593
AAPL281215P00230000,2026-02-09 17:20:56+00:00,230.0,22.88,4.0,1.5635,0,272.0387,0.03593
AAPL281215P00240000,2026-02-09 17:00:56+00:00,240.0,25.9,3.0,1.5635,0,273.05,0.03593
AAPL281215P00250000,2026-02-09 16:29:15+00:00,250.0,29.23,1.0,1.5635,0,273.3982,0.03593
AAPL281215P00260000,2026-02-09 19:55:44+00:00,260.0,33.46,2.0,0.7822,0,273.1,0.03593
AAPL281215P00270000,2026-02-09 17:19:03+00:00,270.0,37.65,1.0,0.1963,0,272.09,0.03593
AAPL281215P00280000,2026-02-06 20:25:15+00:00,280.0,40.86,17.0,0.001,1,277.69,0.03593
AAPL281215P00290000,2026-02-09 18:01:54+00:00,290.0,47.74,1.0,0.001,1,272.07,0.03593
AAPL281215P00300000,2026-02-09 18:01:54+00:00,300.0,53.24,31.0,0.001,1,272.07,0.03593
AAPL281215P00310000,2026-02-05 17:33:46+00:00,310.0,58.45,2.0,0.001,1,274.31,0.03593
AAPL281215P00320000,2026-02-06 15:03:49+00:00,320.0,61.27,2.0,0.001,1,280.35,0.03593
AAPL281215P00330000,2026-02-09 14:34:31+00:00,330.0,70.21,24.0,0.001,1,273.81,0.03593
AAPL281215P00340000,2026-02-09 14:34:31+00:00,340.0,76.92,19.0,0.001,1,273.81,0.03593
AAPL281215P00350000,2026-02-09 17:12:26+00:00,350.0,85.8,1.0,0.001,1,272.105,0.03593
AAPL281215P00360000,2026-02-09 14:53:03+00:00,360.0,92.91,1.0,0.001,1,273.7,0.03593
AAPL281215P00370000,2026-02-05 20:25:42+00:00,370.0,98.95,10.0,0.001,1,276.2851,0.03593
AAPL281215P00380000,2026-01-29 15:39:35+00:00,380.0,124.93,,0.001,1,,0.03593
AAPL281215P00400000,2026-01-29 17:45:40+00:00,400.0,143.06,,0.001,1,,0.03593
