contractSymbol,lastTradeDate,strike,lastPrice,volume,impliedVolatility,inTheMoney
AMZN260515P00105000,2026-02-09 19:17:02+00:00,105.0,0.16,36.0,25.0008,0
AMZN260515P00110000,2026-02-09 18:00:19+00:00,110.0,0.21,14.0,25.0008,0
AMZN260515P00115000,2026-02-09 17:08:32+00:00,115.0,0.25,55.0,25.0008,0
AMZN260515P00120000,2026-02-09 16:03:03+00:00,120.0,0.37,4.0,25.0008,0
AMZN260515P00125000,2026-02-09 16:29:51+00:00,125.0,0.45,6.0,25.0008,0
AMZN260515P00130000,2026-02-09 20:01:20+00:00,130.0,0.57,8.0,25.0008,0
AMZN260515P00135000,2026-02-09 16:03:05+00:00,135.0,0.73,4.0,12.5009,0
AMZN260515P00140000,2026-02-09 20:46:38+00:00,140.0,0.86,10.0,12.5009,0
AMZN260515P00145000,2026-02-09 20:09:00+00:00,145.0,1.09,18.0,12.5009,0
AMZN260515P00150000,2026-02-09 20:28:12+00:00,150.0,1.38,12.0,12.5009,0
AMZN260515P00155000,2026-02-09 20:48:13+00:00,155.0,1.67,124.0,12.5009,0
AMZN260515P00160000,2026-02-09 20:46:38+00:00,160.0,2.04,63.0,12.5009,0
AMZN260515P00165000,2026-02-09 20:47:16+00:00,165.0,2.54,292.0,12.5009,0
AMZN260515P00170000,2026-02-09 20:53:06+00:00,170.0,3.22,137.0,6.2509,0
AMZN260515P00175000,2026-02-09 20:53:30+00:00,175.0,3.95,115.0,6.2509,0
AMZN260515P00180000,2026-02-09 20:54:40+00:00,180.0,4.9,639.0,6.2509,0
AMZN260515P00185000,2026-02-09 20:56:22+00:00,185.0,6.0,1792.0,6.2509,0
AMZN260515P00190000,2026-02-09 20:45:13+00:00,190.0,7.23,745.0,3.126,0
AMZN260515P00195000,2026-02-09 20:45:13+00:00,195.0,8.73,226.0,3.126,0
AMZN260515P00200000,2026-02-09 20:55:48+00:00,200.0,10.65,2760.0,1.5635,0
AMZN260515P00205000,2026-02-09 20:56:55+00:00,205.0,12.66,2461.0,0.7822,0
AMZN260515P00210000,2026-02-09 20:55:48+00:00,210.0,15.0,369.0,0.001,1
AMZN260515P00215000,2026-02-09 20:18:19+00:00,215.0,17.45,353.0,0.001,1
AMZN260515P00220000,2026-02-09 20:36:25+00:00,220.0,20.55,263.0,0.001,1
AMZN260515P00225000,2026-02-09 20:51:09+00:00,225.0,23.55,206.0,0.001,1
AMZN260515P00230000,2026-02-09 20:43:59+00:00,230.0,26.92,45.0,0.001,1
AMZN260515P00235000,2026-02-09 20:50:38+00:00,235.0,30.64,14.0,0.001,1
AMZN260515P00240000,2026-02-09 20:50:38+00:00,240.0,34.49,55.0,0.001,1
AMZN260515P00245000,2026-02-09 14:30:05+00:00,245.0,40.0,3.0,0.001,1
AMZN260515P00250000,2026-02-09 19:08:16+00:00,250.0,42.5,35.0,0.001,1
AMZN260515P00255000,2026-02-06 15:56:36+00:00,255.0,50.9,6.0,0.001,1
AMZN260515P00260000,2026-02-09 19:15:19+00:00,260.0,51.29,26.0,0.001,1
AMZN260515P00265000,2026-02-02 15:48:06+00:00,265.0,29.61,1.0,0.001,1
AMZN260515P00270000,2026-02-09 14:30:05+00:00,270.0,62.61,6.0,0.001,1
AMZN260515P00275000,2026-02-06 19:48:29+00:00,275.0,67.95,39.0,0.001,1
AMZN260515P00280000,2026-02-06 18:58:58+00:00,280.0,73.39,253.0,0.001,1
AMZN260515P00285000,2026-02-04 18:57:49+00:00,285.0,54.58,8.0,0.001,1
AMZN260515P00290000,2026-02-06 20:12:38+00:00,290.0,82.05,470.0,0.001,1
AMZN260515P00295000,2026-02-06 20:12:38+00:00,295.0,87.1,111.0,0.001,1
AMZN260515P00300000,2026-02-06 20:12:38+00:00,300.0,92.2,250.0,0.001,1
AMZN260515P00305000,2025-12-11 14:58:04+00:00,305.0,75.2,5.0,0.001,1
AMZN260515P00310000,2026-02-06 20:12:38+00:00,310.0,102.05,40.0,0.001,1
AMZN260515P00315000,2026-01-06 18:10:58+00:00,315.0,73.74,1.0,0.001,1
AMZN260515P00320000,2026-01-12 17:16:14+00:00,320.0,72.3,10.0,0.001,1
AMZN260515P00325000,2025-11-11 19:06:05+00:00,325.0,76.68,12.0,0.001,1
AMZN260515P00330000,2026-02-06 14:37:11+00:00,330.0,128.12,1.0,0.001,1
AMZN260515P00340000,2025-11-03 16:15:04+00:00,340.0,85.25,,0.001,1
AMZN260515P00350000,2026-02-06 14:37:39+00:00,350.0,147.42,1.0,0.001,1
AMZN260515P00360000,2026-02-06 14:37:39+00:00,360.0,157.44,1.0,0.001,1
AMZN260515P00370000,2026-01-29 20:54:28+00:00,370.0,126.6,1.0,0.001,1
