contractSymbol,lastTradeDate,strike,lastPrice,volume,impliedVolatility,inTheMoney,underlyingPriceAtTrade,riskFreeRate
GLD261231P00280000,2026-02-06 16:39:10+00:00,280.0,1.6,2.0,12.5009,0,454.13,0.03593
GLD261231P00285000,2026-02-09 17:49:37+00:00,285.0,1.33,4.0,12.5009,0,465.11,0.03593
GLD261231P00290000,2026-02-09 20:57:19+00:00,290.0,1.31,2.0,12.5009,0,466.89,0.03593
GLD261231P00295000,2026-02-09 18:50:28+00:00,295.0,1.53,2.0,12.5009,0,464.74,0.03593
GLD261231P00300000,2026-02-09 16:25:10+00:00,300.0,1.68,1.0,12.5009,0,466.765,0.03593
GLD261231P00305000,2026-02-05 18:53:10+00:00,305.0,2.89,2.0,6.2509,0,446.51,0.03593
GLD261231P00310000,2026-02-05 19:07:30+00:00,310.0,3.06,1.0,6.2509,0,446.35,0.03593
GLD261231P00315000,2026-02-05 14:30:07+00:00,315.0,3.43,25.0,6.2509,0,443.515,0.03593
GLD261231P00320000,2026-02-03 18:07:11+00:00,320.0,3.93,4.0,6.2509,0,,0.03593
GLD261231P00325000,2026-02-04 15:07:18+00:00,325.0,3.71,54.0,6.2509,0,459.95,0.03593
GLD261231P00330000,2026-02-05 16:07:19+00:00,330.0,4.95,2.0,6.2509,0,443.85,0.03593
GLD261231P00335000,2026-02-04 20:19:31+00:00,335.0,4.78,2.0,6.2509,0,452.42,0.03593
GLD261231P00340000,2026-02-05 20:22:26+00:00,340.0,5.89,4.0,6.2509,0,442.76,0.03593
GLD261231P00345000,2026-02-05 15:17:55+00:00,345.0,6.27,2.0,6.2509,0,445.0,0.03593
GLD261231P00350000,2026-02-06 19:45:40+00:00,350.0,5.93,6.0,6.2509,0,455.4,0.03593
GLD261231P00355000,2026-02-06 17:02:44+00:00,355.0,6.35,2.0,6.2509,0,455.3199,0.03593
GLD261231P00360000,2026-02-09 16:25:17+00:00,360.0,6.08,21.0,6.2509,0,466.765,0.03593
GLD261231P00361000,2026-02-09 16:24:15+00:00,361.0,6.47,2.0,6.2509,0,466.43,0.03593
GLD261231P00362000,2026-02-03 16:16:40+00:00,362.0,8.92,274.0,6.2509,0,,0.03593
