contractSymbol,lastTradeDate,strike,lastPrice,volume,impliedVolatility,inTheMoney
AMZN280121P00110000,2026-02-09 20:48:40+00:00,110.0,4.42,42,12.5009,0
AMZN280121P00115000,2026-02-09 20:40:58+00:00,115.0,5.12,1,6.2509,0
AMZN280121P00120000,2026-02-09 20:00:16+00:00,120.0,5.92,13,6.2509,0
AMZN280121P00125000,2026-02-09 20:09:57+00:00,125.0,6.75,1,6.2509,0
AMZN280121P00130000,2026-02-09 18:15:54+00:00,130.0,7.5,7,6.2509,0
AMZN280121P00135000,2026-02-09 19:57:53+00:00,135.0,8.75,23,6.2509,0
AMZN280121P00140000,2026-02-09 20:03:59+00:00,140.0,9.9,30,6.2509,0
AMZN280121P00145000,2026-02-09 20:40:58+00:00,145.0,11.15,14,6.2509,0
AMZN280121P00150000,2026-02-09 19:55:11+00:00,150.0,12.5,36,6.2509,0
AMZN280121P00155000,2026-02-09 20:48:27+00:00,155.0,13.85,10,3.126,0
AMZN280121P00160000,2026-02-09 20:57:35+00:00,160.0,15.4,183,3.126,0
AMZN280121P00165000,2026-02-09 18:04:59+00:00,165.0,16.59,169,3.126,0
AMZN280121P00170000,2026-02-09 20:08:59+00:00,170.0,18.7,285,3.126,0
AMZN280121P00175000,2026-02-09 18:45:39+00:00,175.0,20.15,4,3.126,0
AMZN280121P00180000,2026-02-09 20:22:23+00:00,180.0,22.56,948,3.126,0
AMZN280121P00185000,2026-02-09 19:08:58+00:00,185.0,24.4,30,1.5635,0
AMZN280121P00190000,2026-02-09 20:22:23+00:00,190.0,26.74,224,1.5635,0
AMZN280121P00195000,2026-02-09 20:17:19+00:00,195.0,28.85,174,0.7822,0
AMZN280121P00200000,2026-02-09 20:48:27+00:00,200.0,31.27,43,0.7822,0
AMZN280121P00210000,2026-02-09 20:30:14+00:00,210.0,36.4,13,0.001,1
AMZN280121P00220000,2026-02-09 19:57:11+00:00,220.0,41.65,14,0.001,1
AMZN280121P00230000,2026-02-09 18:21:29+00:00,230.0,46.45,11,0.001,1
AMZN280121P00240000,2026-02-09 14:33:07+00:00,240.0,56.0,1,0.001,1
AMZN280121P00250000,2026-02-09 20:37:04+00:00,250.0,60.35,2,0.001,1
AMZN280121P00260000,2026-02-09 17:39:58+00:00,260.0,66.08,6,0.001,1
AMZN280121P00270000,2026-02-02 15:17:26+00:00,270.0,54.5,1,0.001,1
AMZN280121P00280000,2026-02-06 15:21:32+00:00,280.0,83.4,1,0.001,1
AMZN280121P00290000,2026-02-09 17:21:10+00:00,290.0,89.1,44,0.001,1
AMZN280121P00300000,2026-02-09 16:25:42+00:00,300.0,97.1,1,0.001,1
AMZN280121P00310000,2026-02-06 14:46:01+00:00,310.0,109.7,13,0.001,1
AMZN280121P00320000,2026-02-06 19:46:46+00:00,320.0,115.85,1,0.001,1
AMZN280121P00330000,2026-02-09 20:13:35+00:00,330.0,123.2,6,0.001,1
AMZN280121P00340000,2026-02-09 20:28:50+00:00,340.0,132.55,6,0.001,1
AMZN280121P00350000,2026-02-09 14:57:10+00:00,350.0,145.59,10,0.001,1
AMZN280121P00360000,2026-02-06 19:54:41+00:00,360.0,153.94,29,0.001,1
AMZN280121P00370000,2026-02-06 20:03:18+00:00,370.0,164.5,32,0.001,1
