contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate
MSFT260220C00275000,2026-02-04 17:46:40+00:00,275.0,139.25,0.0,0.0,0.0,0.0,1,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00280000,2026-02-04 15:59:31+00:00,280.0,136.25,0.0,0.0,0.0,0.0,2,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00285000,2026-01-26 19:46:51+00:00,285.0,188.74,0.0,0.0,0.0,0.0,1,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00290000,2026-02-06 16:39:09+00:00,290.0,107.85,0.0,0.0,0.0,0.0,2,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00295000,2025-11-25 15:44:13+00:00,295.0,178.88,176.7,180.2,0.0,0.0,12,14,4.605839203643798,True,REGULAR,USD,2026-02-20
MSFT260220C00300000,2026-02-09 17:36:23+00:00,300.0,113.0,0.0,0.0,0.0,0.0,4,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00305000,2026-02-05 20:50:33+00:00,305.0,88.61,0.0,0.0,0.0,0.0,1,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00310000,2026-02-02 15:29:50+00:00,310.0,118.9,0.0,0.0,0.0,0.0,5,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00315000,2025-12-01 17:41:28+00:00,315.0,177.59,156.85,160.3,0.0,0.0,1,1,4.146122981414796,True,REGULAR,USD,2026-02-20
MSFT260220C00320000,2026-02-06 19:10:48+00:00,320.0,79.0,0.0,0.0,0.0,0.0,4,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00325000,2026-01-07 16:22:46+00:00,325.0,164.75,0.0,0.0,0.0,0.0,2,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00330000,2026-02-09 20:39:57+00:00,330.0,83.23,0.0,0.0,0.0,0.0,2,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00335000,2026-02-09 20:39:57+00:00,335.0,78.3,0.0,0.0,0.0,0.0,2,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
MSFT260220C00340000,2026-02-09 20:15:56+00:00,340.0,74.55,0.0,0.0,0.0,0.0,7,0,1.0000000000000003e-05,True,REGULAR,USD,2026-02-20
