Price,Close,High,Low,Open,Volume
Ticker,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X,AUDUSD=X
Datetime,,,,,
2026-01-30 00:01,0.705,0.705,0.705,0.705,0
2026-01-30 00:03,0.705,0.705,0.705,0.705,0
2026-01-30 00:05,0.705,0.705,0.705,0.705,0
2026-01-30 00:07,0.705,0.705,0.705,0.705,0
2026-01-30 00:09,0.706,0.706,0.706,0.706,0
2026-01-30 00:11,0.705,0.705,0.705,0.705,0
2026-01-30 00:13,0.705,0.705,0.705,0.705,0
2026-01-30 00:15,0.705,0.705,0.705,0.705,0
2026-01-30 00:17,0.705,0.705,0.705,0.705,0
2026-01-30 00:19,0.705,0.705,0.705,0.705,0
2026-01-30 00:21,0.704,0.704,0.704,0.704,0
2026-01-30 00:23,0.704,0.704,0.704,0.704,0
2026-01-30 00:25,0.704,0.704,0.704,0.704,0
2026-01-30 00:27,0.704,0.704,0.704,0.704,0
2026-01-30 00:29,0.704,0.704,0.704,0.704,0
2026-01-30 00:31,0.704,0.704,0.704,0.704,0
2026-01-30 00:33,0.704,0.704,0.704,0.704,0
2026-01-30 00:35,0.704,0.704,0.704,0.704,0
2026-01-30 00:37,0.704,0.704,0.704,0.704,0
2026-01-30 00:39,0.703,0.703,0.703,0.703,0
2026-01-30 00:41,0.703,0.703,0.703,0.703,0
2026-01-30 00:43,0.703,0.703,0.703,0.703,0
2026-01-30 00:45,0.703,0.703,0.703,0.703,0
2026-01-30 00:47,0.703,0.703,0.703,0.703,0
2026-01-30 00:49,0.703,0.703,0.703,0.703,0
2026-01-30 00:51,0.703,0.703,0.703,0.703,0
2026-01-30 00:53,0.703,0.703,0.703,0.703,0
2026-01-30 00:55,0.703,0.703,0.703,0.703,0
2026-01-30 00:57,0.703,0.703,0.703,0.703,0
2026-01-30 00:59,0.703,0.703,0.703,0.703,0
2026-01-30 01:01,0.702,0.702,0.702,0.702,0
2026-01-30 01:03,0.702,0.702,0.702,0.702,0
2026-01-30 01:05,0.702,0.702,0.702,0.702,0
2026-01-30 01:07,0.702,0.702,0.702,0.702,0
2026-01-30 01:09,0.702,0.702,0.702,0.702,0
2026-01-30 01:11,0.701,0.701,0.701,0.701,0
2026-01-30 01:13,0.702,0.702,0.702,0.702,0
2026-01-30 01:15,0.702,0.702,0.702,0.702,0
2026-01-30 01:17,0.702,0.702,0.702,0.702,0
2026-01-30 01:19,0.702,0.702,0.702,0.702,0
2026-01-30 01:21,0.702,0.702,0.702,0.702,0
2026-01-30 01:23,0.702,0.702,0.702,0.702,0
2026-01-30 01:25,0.702,0.702,0.702,0.702,0
2026-01-30 01:27,0.702,0.702,0.702,0.702,0
2026-01-30 01:29,0.702,0.702,0.702,0.702,0
2026-01-30 01:31,0.702,0.702,0.702,0.702,0
2026-01-30 01:33,0.703,0.703,0.703,0.703,0
2026-01-30 01:35,0.702,0.702,0.702,0.702,0
2026-01-30 01:37,0.702,0.702,0.702,0.702,0
2026-01-30 01:39,0.702,0.702,0.702,0.702,0
2026-01-30 01:41,0.702,0.702,0.702,0.702,0
2026-01-30 01:43,0.702,0.702,0.702,0.702,0
2026-01-30 01:45,0.702,0.702,0.702,0.702,0
2026-01-30 01:47,0.702,0.702,0.702,0.702,0
2026-01-30 01:49,0.701,0.701,0.701,0.701,0
2026-01-30 01:51,0.702,0.702,0.702,0.702,0
2026-01-30 01:53,0.702,0.702,0.702,0.702,0
2026-01-30 01:55,0.701,0.701,0.701,0.701,0
2026-01-30 01:57,0.701,0.701,0.701,0.701,0
2026-01-30 01:59,0.701,0.701,0.701,0.701,0
2026-01-30 02:01,0.7,0.7,0.7,0.7,0
2026-01-30 02:03,0.7,0.7,0.7,0.7,0
2026-01-30 02:05,0.7,0.7,0.7,0.7,0
2026-01-30 02:07,0.7,0.7,0.7,0.7,0
2026-01-30 02:09,0.7,0.7,0.7,0.7,0
2026-01-30 02:11,0.7,0.7,0.7,0.7,0
2026-01-30 02:13,0.7,0.7,0.7,0.7,0
2026-01-30 02:15,0.7,0.7,0.7,0.7,0
2026-01-30 02:17,0.7,0.7,0.7,0.7,0
2026-01-30 02:19,0.699,0.699,0.699,0.699,0
2026-01-30 02:21,0.698,0.698,0.698,0.698,0
2026-01-30 02:23,0.698,0.698,0.698,0.698,0
2026-01-30 02:25,0.699,0.699,0.699,0.699,0
2026-01-30 02:27,0.699,0.699,0.699,0.699,0
2026-01-30 02:29,0.699,0.699,0.699,0.699,0
2026-01-30 02:31,0.698,0.698,0.698,0.698,0
2026-01-30 02:33,0.698,0.698,0.698,0.698,0
2026-01-30 02:35,0.698,0.698,0.698,0.698,0
2026-01-30 02:37,0.699,0.699,0.699,0.699,0
2026-01-30 02:39,0.699,0.699,0.699,0.699,0
2026-01-30 02:41,0.7,0.7,0.7,0.7,0
2026-01-30 02:43,0.699,0.699,0.699,0.699,0
2026-01-30 02:45,0.7,0.7,0.7,0.7,0
2026-01-30 02:47,0.7,0.7,0.7,0.7,0
2026-01-30 02:49,0.7,0.7,0.7,0.7,0
2026-01-30 02:51,0.7,0.7,0.7,0.7,0
2026-01-30 02:53,0.7,0.7,0.7,0.7,0
2026-01-30 02:55,0.7,0.7,0.7,0.7,0
2026-01-30 02:57,0.7,0.7,0.7,0.7,0
2026-01-30 02:59,0.701,0.701,0.701,0.701,0
2026-01-30 03:01,0.701,0.701,0.701,0.701,0
2026-01-30 03:03,0.7,0.7,0.7,0.7,0
2026-01-30 03:05,0.7,0.7,0.7,0.7,0
