contractSymbol,strike,lastPrice,percentChange,volume,contractSize,lastTradeDate,impliedVolatility,inTheMoney
GOOG260313C00170000,170.0,168.65,0.0,1.0,REGULAR,2026-01-30 20:25:34,0.001,1
GOOG260313C00185000,185.0,153.77,0.0,2.0,REGULAR,2026-01-30 20:26:43,0.001,1
GOOG260313C00200000,200.0,132.54,0.0,0.0,REGULAR,2026-02-05 20:56:21,0.001,1
GOOG260313C00210000,210.0,114.36,0.0,1.0,REGULAR,2026-02-06 15:42:41,0.001,1
GOOG260313C00240000,240.0,104.36,0.0,0.0,REGULAR,2026-02-02 17:43:08,0.001,1
GOOG260313C00255000,255.0,80.47,0.0,0.0,REGULAR,2026-02-04 20:57:04,0.001,1
GOOG260313C00260000,260.0,64.21,0.0,10.0,REGULAR,2026-02-06 16:46:33,0.001,1
GOOG260313C00270000,270.0,45.75,0.0,10.0,REGULAR,2026-02-05 14:30:00,0.001,1
GOOG260313C00280000,280.0,44.85,0.0,3.0,REGULAR,2026-02-09 14:35:08,0.001,1
GOOG260313C00285000,285.0,38.96,0.0,66.0,REGULAR,2026-02-09 15:02:49,0.001,1
GOOG260313C00290000,290.0,39.07,0.0,2.0,REGULAR,2026-02-06 18:40:04,0.001,1
GOOG260313C00295000,295.0,33.84,0.0,2.0,REGULAR,2026-02-09 19:56:00,0.001,1
GOOG260313C00300000,300.0,28.0,0.0,5.0,REGULAR,2026-02-09 20:51:47,0.001,1
GOOG260313C00305000,305.0,25.32,0.0,3.0,REGULAR,2026-02-09 19:17:07,0.001,1
GOOG260313C00310000,310.0,21.55,0.0,8.0,REGULAR,2026-02-09 19:17:07,0.001,1
GOOG260313C00315000,315.0,17.34,0.0,153.0,REGULAR,2026-02-09 20:45:55,0.001,1
GOOG260313C00320000,320.0,14.26,0.0,51.0,REGULAR,2026-02-09 20:45:55,0.001,1
GOOG260313C00325000,325.0,11.6,0.0,132.0,REGULAR,2026-02-09 20:28:20,0.1963,0
GOOG260313C00330000,330.0,9.53,0.0,186.0,REGULAR,2026-02-09 20:51:11,1.5635,0
GOOG260313C00335000,335.0,7.18,0.0,54.0,REGULAR,2026-02-09 20:45:42,3.126,0
GOOG260313C00340000,340.0,5.57,0.0,148.0,REGULAR,2026-02-09 20:40:55,3.126,0
GOOG260313C00345000,345.0,4.34,0.0,183.0,REGULAR,2026-02-09 20:55:45,6.2509,0
GOOG260313C00350000,350.0,3.25,0.0,397.0,REGULAR,2026-02-09 20:55:45,6.2509,0
GOOG260313C00355000,355.0,2.34,0.0,93.0,REGULAR,2026-02-09 20:36:30,6.2509,0
GOOG260313C00360000,360.0,1.7,0.0,50.0,REGULAR,2026-02-09 20:47:08,6.2509,0
GOOG260313C00365000,365.0,1.3,0.0,24.0,REGULAR,2026-02-09 20:42:44,6.2509,0
GOOG260313C00370000,370.0,1.05,0.0,15.0,REGULAR,2026-02-09 19:27:08,12.5009,0
GOOG260313C00375000,375.0,1.03,0.0,5.0,REGULAR,2026-02-09 17:15:24,12.5009,0
GOOG260313C00380000,380.0,0.55,0.0,17.0,REGULAR,2026-02-09 20:47:08,12.5009,0
GOOG260313C00385000,385.0,0.7,0.0,2.0,REGULAR,2026-02-06 19:13:25,12.5009,0
GOOG260313C00390000,390.0,0.45,0.0,5.0,REGULAR,2026-02-09 17:49:00,12.5009,0
GOOG260313C00395000,395.0,0.28,0.0,9.0,REGULAR,2026-02-09 19:11:42,12.5009,0
GOOG260313C00400000,400.0,0.25,0.0,61.0,REGULAR,2026-02-09 18:22:28,12.5009,0
GOOG260313C00405000,405.0,0.3,0.0,2.0,REGULAR,2026-02-06 14:55:04,12.5009,0
GOOG260313C00410000,410.0,1.38,0.0,0.0,REGULAR,2026-02-04 20:45:58,12.5009,0
GOOG260313C00415000,415.0,0.14,0.0,1.0,REGULAR,2026-02-09 18:17:50,12.5009,0
GOOG260313C00420000,420.0,0.82,0.0,0.0,REGULAR,2026-02-04 20:59:35,12.5009,0
GOOG260313C00425000,425.0,0.85,0.0,0.0,REGULAR,2026-02-04 15:29:20,25.0008,0
GOOG260313C00450000,450.0,0.06,0.0,100.0,REGULAR,2026-02-09 17:53:36,25.0008,0
