contractSymbol,strike,lastPrice,percentChange,volume,contractSize,lastTradeDate,impliedVolatility,inTheMoney
MSFT280121P00210000,210.0,4.8,0.0,26.0,REGULAR,2026-02-09 20:49:23,12.5009,0
MSFT280121P00215000,215.0,5.23,0.0,71.0,REGULAR,2026-02-09 20:46:19,6.2509,0
MSFT280121P00220000,220.0,6.3,0.0,0.0,REGULAR,2026-02-05 19:12:05,6.2509,0
MSFT280121P00225000,225.0,7.2,0.0,1.0,REGULAR,2026-02-05 15:14:52,6.2509,0
MSFT280121P00230000,230.0,8.04,0.0,13.0,REGULAR,2026-02-05 20:37:55,6.2509,0
MSFT280121P00240000,240.0,7.8,0.0,401.0,REGULAR,2026-02-09 20:29:05,6.2509,0
MSFT280121P00250000,250.0,9.05,0.0,6.0,REGULAR,2026-02-09 17:49:23,6.2509,0
MSFT280121P00260000,260.0,10.35,0.0,22.0,REGULAR,2026-02-09 19:03:37,6.2509,0
MSFT280121P00270000,270.0,12.05,0.0,12.0,REGULAR,2026-02-09 17:31:50,6.2509,0
MSFT280121P00280000,280.0,13.8,0.0,12.0,REGULAR,2026-02-09 17:31:50,6.2509,0
MSFT280121P00290000,290.0,16.35,0.0,3.0,REGULAR,2026-02-09 15:37:15,6.2509,0
MSFT280121P00300000,300.0,17.46,0.0,27.0,REGULAR,2026-02-09 19:38:21,6.2509,0
MSFT280121P00310000,310.0,19.67,0.0,9.0,REGULAR,2026-02-09 19:37:07,3.126,0
MSFT280121P00320000,320.0,22.9,0.0,6.0,REGULAR,2026-02-09 17:28:16,3.126,0
MSFT280121P00330000,330.0,25.31,0.0,10.0,REGULAR,2026-02-09 18:36:33,3.126,0
MSFT280121P00340000,340.0,28.5,0.0,18.0,REGULAR,2026-02-09 20:44:53,3.126,0
MSFT280121P00350000,350.0,32.0,0.0,25.0,REGULAR,2026-02-09 20:37:35,3.126,0
MSFT280121P00360000,360.0,35.1,0.0,94.0,REGULAR,2026-02-09 20:59:51,1.5635,0
MSFT280121P00370000,370.0,38.63,0.0,22.0,REGULAR,2026-02-09 20:12:54,1.5635,0
MSFT280121P00380000,380.0,42.5,0.0,6.0,REGULAR,2026-02-09 19:21:24,1.5635,0
MSFT280121P00390000,390.0,46.7,0.0,5.0,REGULAR,2026-02-09 19:17:16,0.7822,0
MSFT280121P00400000,400.0,52.08,0.0,29.0,REGULAR,2026-02-09 17:59:55,0.3916,0
MSFT280121P00410000,410.0,56.54,0.0,210.0,REGULAR,2026-02-09 20:21:34,0.1963,0
MSFT280121P00420000,420.0,61.79,0.0,2.0,REGULAR,2026-02-09 17:59:55,0.001,1
MSFT280121P00430000,430.0,65.98,0.0,5.0,REGULAR,2026-02-09 19:34:36,0.001,1
MSFT280121P00440000,440.0,80.35,0.0,5.0,REGULAR,2026-02-06 16:20:24,0.001,1
MSFT280121P00450000,450.0,78.88,0.0,15.0,REGULAR,2026-02-09 16:30:12,0.001,1
MSFT280121P00460000,460.0,87.86,0.0,1.0,REGULAR,2026-02-09 14:51:52,0.001,1
MSFT280121P00470000,470.0,101.52,0.0,1.0,REGULAR,2026-02-06 15:56:03,0.001,1
MSFT280121P00480000,480.0,104.35,0.0,52.0,REGULAR,2026-02-05 19:18:26,0.001,1
MSFT280121P00490000,490.0,99.87,0.0,6.0,REGULAR,2026-02-03 15:02:42,0.001,1
MSFT280121P00500000,500.0,119.06,0.0,1.0,REGULAR,2026-02-06 19:41:07,0.001,1
MSFT280121P00505000,505.0,105.75,0.0,35.0,REGULAR,2026-01-29 18:29:18,0.001,1
MSFT280121P00510000,510.0,114.23,0.0,1.0,REGULAR,2026-02-04 20:21:21,0.001,1
MSFT280121P00515000,515.0,110.65,0.0,2.0,REGULAR,2026-01-29 15:10:02,0.001,1
MSFT280121P00520000,520.0,123.76,0.0,2.0,REGULAR,2026-02-03 15:35:15,0.001,1
MSFT280121P00525000,525.0,142.62,0.0,33.0,REGULAR,2026-02-05 20:58:11,0.001,1
MSFT280121P00530000,530.0,143.73,0.0,4.0,REGULAR,2026-02-06 14:59:10,0.001,1
MSFT280121P00535000,535.0,96.6,0.0,2.0,REGULAR,2026-01-26 20:19:38,0.001,1
MSFT280121P00540000,540.0,151.95,0.0,4.0,REGULAR,2026-02-06 14:59:10,0.001,1
MSFT280121P00545000,545.0,153.21,0.0,1.0,REGULAR,2026-02-05 15:25:44,0.001,1
MSFT280121P00550000,550.0,161.43,0.0,20.0,REGULAR,2026-02-06 14:30:07,0.001,1
MSFT280121P00555000,555.0,109.1,0.0,2.0,REGULAR,2026-01-26 19:58:52,0.001,1
MSFT280121P00560000,560.0,169.35,0.0,10.0,REGULAR,2026-02-05 20:09:08,0.001,1
MSFT280121P00565000,565.0,176.17,0.0,22.0,REGULAR,2026-02-05 20:58:01,0.001,1
MSFT280121P00570000,570.0,175.33,0.0,1.0,REGULAR,2026-02-05 15:20:28,0.001,1
MSFT280121P00575000,575.0,182.4,0.0,5.0,REGULAR,2026-02-05 20:09:43,0.001,1
