contractSymbol,strike,lastPrice,percentChange,volume,contractSize,lastTradeDate,impliedVolatility,inTheMoney
MSFT260327P00280000,280.0,0.15,0.0,1.0,REGULAR,2026-02-06 18:31:44,25.0008,0
MSFT260327P00310000,310.0,1.0,0.0,3.0,REGULAR,2026-02-06 14:57:01,12.5009,0
MSFT260327P00335000,335.0,0.87,0.0,2.0,REGULAR,2026-02-09 20:19:06,12.5009,0
MSFT260327P00340000,340.0,0.99,0.0,364.0,REGULAR,2026-02-09 17:54:15,12.5009,0
MSFT260327P00345000,345.0,1.23,0.0,7.0,REGULAR,2026-02-09 18:19:45,12.5009,0
MSFT260327P00350000,350.0,1.47,0.0,27.0,REGULAR,2026-02-09 19:34:23,12.5009,0
MSFT260327P00355000,355.0,1.93,0.0,12.0,REGULAR,2026-02-09 20:43:37,6.2509,0
MSFT260327P00360000,360.0,2.23,0.0,47.0,REGULAR,2026-02-09 20:57:09,6.2509,0
MSFT260327P00365000,365.0,2.51,0.0,16.0,REGULAR,2026-02-09 19:29:10,6.2509,0
MSFT260327P00370000,370.0,3.25,0.0,57.0,REGULAR,2026-02-09 20:59:41,6.2509,0
MSFT260327P00375000,375.0,3.91,0.0,106.0,REGULAR,2026-02-09 20:58:37,6.2509,0
MSFT260327P00380000,380.0,4.7,0.0,87.0,REGULAR,2026-02-09 20:57:09,6.2509,0
MSFT260327P00385000,385.0,5.8,0.0,54.0,REGULAR,2026-02-09 20:38:29,3.126,0
MSFT260327P00390000,390.0,6.75,0.0,58.0,REGULAR,2026-02-09 20:57:25,3.126,0
MSFT260327P00395000,395.0,8.0,0.0,87.0,REGULAR,2026-02-09 20:51:27,3.126,0
MSFT260327P00400000,400.0,9.7,0.0,90.0,REGULAR,2026-02-09 20:44:18,1.5635,0
MSFT260327P00405000,405.0,11.25,0.0,252.0,REGULAR,2026-02-09 20:01:41,1.5635,0
MSFT260327P00410000,410.0,13.5,0.0,48.0,REGULAR,2026-02-09 20:59:54,0.7822,0
MSFT260327P00415000,415.0,15.73,0.0,64.0,REGULAR,2026-02-09 20:10:01,0.001,1
MSFT260327P00420000,420.0,18.05,0.0,42.0,REGULAR,2026-02-09 19:28:51,0.001,1
MSFT260327P00425000,425.0,21.21,0.0,123.0,REGULAR,2026-02-09 20:10:01,0.001,1
MSFT260327P00430000,430.0,25.39,0.0,47.0,REGULAR,2026-02-09 17:26:00,0.001,1
MSFT260327P00435000,435.0,28.58,0.0,4.0,REGULAR,2026-02-09 17:39:03,0.001,1
MSFT260327P00440000,440.0,32.62,0.0,8.0,REGULAR,2026-02-09 17:22:55,0.001,1
MSFT260327P00445000,445.0,41.53,0.0,1.0,REGULAR,2026-02-09 14:58:41,0.001,1
MSFT260327P00450000,450.0,48.95,0.0,2.0,REGULAR,2026-02-09 14:33:04,0.001,1
MSFT260327P00455000,455.0,58.61,0.0,2.0,REGULAR,2026-02-06 17:40:09,0.001,1
MSFT260327P00460000,460.0,49.63,0.0,9.0,REGULAR,2026-02-09 17:22:55,0.001,1
MSFT260327P00465000,465.0,55.1,0.0,8.0,REGULAR,2026-02-09 16:45:03,0.001,1
MSFT260327P00475000,475.0,80.02,0.0,1.0,REGULAR,2026-02-06 16:13:26,0.001,1
MSFT260327P00480000,480.0,70.76,0.0,1.0,REGULAR,2026-02-09 15:44:39,0.001,1
MSFT260327P00485000,485.0,91.4,0.0,3.0,REGULAR,2026-02-06 15:55:34,0.001,1
MSFT260327P00500000,500.0,103.19,0.0,1.0,REGULAR,2026-02-06 16:21:07,0.001,1
MSFT260327P00505000,505.0,111.67,0.0,2.0,REGULAR,2026-02-06 15:55:34,0.001,1
