contractSymbol,strike,lastPrice,percentChange,volume,contractSize,lastTradeDate,impliedVolatility,inTheMoney
MSFT260227C00290000,290.0,179.07,0.0,1.0,REGULAR,2026-01-13 20:03:29,0.001,1
MSFT260227C00300000,300.0,102.5,0.0,1.0,REGULAR,2026-02-05 18:33:49,0.001,1
MSFT260227C00320000,320.0,94.88,0.0,3.0,REGULAR,2026-02-04 17:11:41,0.001,1
MSFT260227C00325000,325.0,154.0,0.0,0.0,REGULAR,2026-01-09 16:53:06,0.001,1
MSFT260227C00330000,330.0,70.85,0.0,0.0,REGULAR,2026-02-05 19:01:31,0.001,1
MSFT260227C00335000,335.0,144.2,0.0,1.0,REGULAR,2026-01-27 15:03:50,0.001,1
MSFT260227C00340000,340.0,74.05,0.0,0.0,REGULAR,2026-02-03 16:03:40,0.001,1
MSFT260227C00345000,345.0,53.25,0.0,13.0,REGULAR,2026-02-06 18:53:42,0.001,1
MSFT260227C00350000,350.0,46.8,0.0,1.0,REGULAR,2026-02-06 15:03:37,0.001,1
MSFT260227C00355000,355.0,58.95,0.0,31.0,REGULAR,2026-02-09 20:56:24,0.001,1
MSFT260227C00360000,360.0,53.08,0.0,56.0,REGULAR,2026-02-09 18:19:19,0.001,1
MSFT260227C00365000,365.0,48.25,0.0,56.0,REGULAR,2026-02-09 18:19:19,0.001,1
MSFT260227C00370000,370.0,45.0,0.0,4.0,REGULAR,2026-02-09 19:18:36,0.001,1
MSFT260227C00375000,375.0,38.79,0.0,2.0,REGULAR,2026-02-09 18:16:27,0.001,1
MSFT260227C00380000,380.0,33.45,0.0,6.0,REGULAR,2026-02-09 16:39:33,0.001,1
MSFT260227C00385000,385.0,29.7,0.0,4.0,REGULAR,2026-02-09 16:46:23,0.001,1
MSFT260227C00390000,390.0,26.75,0.0,101.0,REGULAR,2026-02-09 20:59:28,0.001,1
MSFT260227C00395000,395.0,22.5,0.0,76.0,REGULAR,2026-02-09 20:02:58,0.001,1
MSFT260227C00400000,400.0,18.25,0.0,474.0,REGULAR,2026-02-09 20:57:10,0.001,1
MSFT260227C00405000,405.0,14.95,0.0,618.0,REGULAR,2026-02-09 20:52:59,0.001,1
MSFT260227C00410000,410.0,11.85,0.0,929.0,REGULAR,2026-02-09 20:59:59,0.001,1
MSFT260227C00415000,415.0,9.35,0.0,707.0,REGULAR,2026-02-09 20:59:12,0.3916,0
MSFT260227C00420000,420.0,7.05,0.0,1770.0,REGULAR,2026-02-09 20:59:12,1.5635,0
MSFT260227C00425000,425.0,5.2,0.0,2007.0,REGULAR,2026-02-09 20:59:12,3.126,0
MSFT260227C00430000,430.0,3.7,0.0,4441.0,REGULAR,2026-02-09 20:59:54,3.126,0
MSFT260227C00435000,435.0,2.74,0.0,1171.0,REGULAR,2026-02-09 20:59:45,6.2509,0
MSFT260227C00440000,440.0,1.95,0.0,1115.0,REGULAR,2026-02-09 20:59:13,6.2509,0
MSFT260227C00445000,445.0,1.36,0.0,1620.0,REGULAR,2026-02-09 20:54:50,6.2509,0
MSFT260227C00450000,450.0,1.04,0.0,2718.0,REGULAR,2026-02-09 20:59:21,6.2509,0
MSFT260227C00455000,455.0,0.75,0.0,233.0,REGULAR,2026-02-09 20:56:28,12.5009,0
MSFT260227C00460000,460.0,0.62,0.0,148.0,REGULAR,2026-02-09 20:59:04,12.5009,0
MSFT260227C00465000,465.0,0.49,0.0,134.0,REGULAR,2026-02-09 20:57:44,12.5009,0
MSFT260227C00470000,470.0,0.39,0.0,135.0,REGULAR,2026-02-09 20:55:33,12.5009,0
MSFT260227C00475000,475.0,0.34,0.0,263.0,REGULAR,2026-02-09 20:57:49,12.5009,0
MSFT260227C00480000,480.0,0.29,0.0,228.0,REGULAR,2026-02-09 20:50:39,12.5009,0
MSFT260227C00485000,485.0,0.25,0.0,35.0,REGULAR,2026-02-09 20:06:36,12.5009,0
MSFT260227C00490000,490.0,0.22,0.0,279.0,REGULAR,2026-02-09 20:58:13,12.5009,0
MSFT260227C00495000,495.0,0.18,0.0,67.0,REGULAR,2026-02-09 20:34:24,12.5009,0
