Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2026-01-16 00:00:00+00:00,95562.78125,95562.78125,95562.78125,95562.78125,0
2026-01-16 00:01:00+00:00,95548.1015625,95548.1015625,95548.1015625,95548.1015625,0
2026-01-16 00:02:00+00:00,95615.5625,95615.5625,95615.5625,95615.5625,13332480
2026-01-16 00:03:00+00:00,95632.9296875,95632.9296875,95632.9296875,95632.9296875,0
2026-01-16 00:04:00+00:00,95642.8515625,95642.8515625,95642.8515625,95642.8515625,0
2026-01-16 00:05:00+00:00,95645.515625,95645.515625,95645.515625,95645.515625,0
2026-01-16 00:06:00+00:00,95655.484375,95655.484375,95655.484375,95655.484375,0
2026-01-16 00:07:00+00:00,95677.765625,95677.765625,95677.765625,95677.765625,0
2026-01-16 00:08:00+00:00,95657.7890625,95657.7890625,95657.7890625,95657.7890625,0
2026-01-16 00:09:00+00:00,95655.3203125,95655.3203125,95655.3203125,95655.3203125,5865472
2026-01-16 00:10:00+00:00,95623.8671875,95623.8671875,95623.8671875,95623.8671875,65888256
2026-01-16 00:12:00+00:00,95645.34375,95645.34375,95645.34375,95645.34375,0
2026-01-16 00:14:00+00:00,95622.140625,95622.140625,95622.140625,95622.140625,0
2026-01-16 00:15:00+00:00,95626.125,95626.125,95626.125,95626.125,0
2026-01-16 00:17:00+00:00,95704.75,95704.75,95704.75,95704.75,0
2026-01-16 00:18:00+00:00,95705.3359375,95705.3359375,95705.3359375,95705.3359375,7065600
2026-01-16 00:19:00+00:00,95723.2890625,95723.2890625,95723.2890625,95723.2890625,0
2026-01-16 00:20:00+00:00,95721.1640625,95721.1640625,95721.1640625,95721.1640625,0
2026-01-16 00:21:00+00:00,95714.78125,95714.78125,95714.78125,95714.78125,22392832
2026-01-16 00:22:00+00:00,95694.4375,95694.4375,95694.4375,95694.4375,105439232
2026-01-16 00:23:00+00:00,95722.296875,95722.296875,95722.296875,95722.296875,4087808
2026-01-16 00:24:00+00:00,95707.0078125,95707.0078125,95707.0078125,95707.0078125,0
2026-01-16 00:26:00+00:00,95626.9609375,95626.9609375,95626.9609375,95626.9609375,0
2026-01-16 00:27:00+00:00,95629.328125,95629.328125,95629.328125,95629.328125,0
2026-01-16 00:28:00+00:00,95640.390625,95640.390625,95640.390625,95640.390625,83959808
2026-01-16 00:29:00+00:00,95657.40625,95657.40625,95657.40625,95657.40625,0
2026-01-16 00:30:00+00:00,95652.1640625,95652.1640625,95652.1640625,95652.1640625,9715712
